Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
9/10/2020,154410000,"151,744,992","154,410,000","151,744,992","0,20K",1.76%
9/11/2020,155788992,"154,410,000","155,788,992","154,410,000","0,13K",0.89%
9/12/2020,156000000,"155,788,992","156,000,000","155,788,992","0,15K",0.14%
9/13/2020,154699008,"155,999,008","157,600,000","154,699,008","0,16K",-0.83%
9/14/2020,159347008,"154,699,008","159,347,008","154,699,008","0,18K",3.00%
9/15/2020,162106000,"159,400,992","162,106,000","159,400,992","0,22K",1.73%
9/16/2020,164628992,"162,106,000","164,628,992","162,106,000","0,23K",1.56%
9/17/2020,163284000,"164,628,992","164,628,992","163,284,000","0,18K",-0.82%
9/18/2020,162735008,"163,284,000","163,284,000","162,735,008","0,13K",-0.34%
9/19/2020,163782000,"162,735,008","163,782,000","162,735,008","0,09K",0.64%
9/20/2020,161795008,"163,782,000","163,782,000","161,795,008","0,11K",-1.21%
9/21/2020,154560992,"161,795,008","161,795,008","154,560,992","0,16K",-4.47%
9/22/2020,156600992,"154,560,992","156,600,992","154,560,992","0,12K",1.32%
9/23/2020,153302000,"156,600,992","156,600,992","153,302,000","0,16K",-2.11%
9/24/2020,160068992,"153,302,000","160,068,992","153,302,000","0,17K",4.41%
9/25/2020,160399008,"160,068,992","160,399,008","160,068,992","0,15K",0.21%
9/26/2020,160971008,"160,399,008","160,971,008","160,399,008","0,09K",0.36%
9/27/2020,160588992,"160,971,008","160,971,008","160,588,992","0,10K",-0.24%
9/28/2020,160559008,"160,588,992","160,588,992","160,559,008","0,20K",-0.02%
9/29/2020,161898000,"160,559,008","161,898,000","160,559,008","0,13K",0.83%
9/30/2020,160488000,"161,898,000","161,898,000","160,459,008","0,10K",-0.87%
10/1/2020,157980992,"160,488,000","161,786,000","157,980,992","0,11K",-1.56%
10/2/2020,157598000,"157,980,992","157,980,992","157,598,000","0,12K",-0.24%
10/3/2020,157456992,"157,598,000","157,598,000","157,456,992","0,04K",-0.09%
10/4/2020,158719008,"157,456,992","158,719,008","157,456,992","0,07K",0.80%
10/5/2020,159499008,"158,719,008","159,499,008","158,219,008","0,09K",0.49%
10/6/2020,157596992,"159,499,008","159,499,008","157,596,992","0,12K",-1.19%
10/7/2020,157728000,"157,596,992","157,728,000","157,596,992","0,11K",0.08%
10/8/2020,160203008,"157,728,000","160,203,008","157,728,000","0,23K",1.57%
10/9/2020,162198000,"160,203,008","162,198,000","159,651,008","0,15K",1.25%
10/10/2020,164303008,"162,198,000","164,303,008","162,198,000","0,17K",1.30%
10/11/2020,164904992,"164,303,008","164,904,992","164,303,008","0,08K",0.37%
10/12/2020,167419008,"164,904,992","167,419,008","164,904,992","0,14K",1.52%
10/13/2020,166515008,"167,419,008","167,419,008","166,515,008","0,16K",-0.54%
10/14/2020,167064992,"166,515,008","167,064,992","166,515,008","0,16K",0.33%
10/15/2020,168308992,"167,064,992","168,308,992","167,064,992","0,15K",0.74%
10/16/2020,167320992,"168,308,992","168,308,992","167,320,992","0,19K",-0.59%
10/17/2020,167099008,"167,320,992","167,320,992","167,099,008","0,06K",-0.13%
10/18/2020,168124992,"167,099,008","168,124,992","167,099,008","0,05K",0.61%
10/19/2020,171599008,"168,124,992","171,599,008","168,124,992","0,17K",2.07%
10/20/2020,173902000,"171,599,008","173,902,000","171,599,008","0,15K",1.34%
10/21/2020,186348000,"173,902,000","186,348,000","173,902,000","0,33K",7.16%
10/22/2020,188559008,"186,348,000","188,559,008","186,348,000","0,22K",1.19%
10/23/2020,188264000,"188,559,008","188,559,008","188,264,000","0,15K",-0.16%
10/24/2020,190152000,"188,264,000","190,152,000","188,264,000","0,14K",1.00%
10/25/2020,189956000,"190,152,000","192,150,000","189,956,000","0,16K",-0.10%
10/26/2020,190663008,"189,956,000","192,100,992","189,956,000","0,16K",0.37%
10/27/2020,198632992,"190,663,008","198,632,992","190,663,008","0,23K",4.18%
10/28/2020,194782000,"198,632,992","198,632,992","194,782,000","0,28K",-1.94%
10/29/2020,196758000,"194,782,000","196,758,000","194,782,000","0,13K",1.01%
10/30/2020,197718000,"196,758,000","197,718,000","196,758,000","0,17K",0.49%
10/31/2020,201663008,"197,718,000","201,663,008","197,718,000","0,18K",2.00%
11/1/2020,199999008,"201,663,008","201,663,008","199,999,008","0,09K",-0.83%
11/2/2020,198642000,"199,999,008","199,999,008","196,200,000","0,20K",-0.68%
11/3/2020,204124992,"198,642,000","204,124,992","198,642,000","0,19K",2.76%
11/4/2020,205399008,"204,051,008","205,399,008","200,895,008","0,21K",0.62%
11/5/2020,225056992,"205,399,008","225,056,992","205,399,008","0,39K",9.57%
11/6/2020,222808992,"225,056,000","225,056,000","222,808,992","0,34K",-1.00%
11/7/2020,211940992,"222,808,992","222,808,992","211,940,992","0,24K",-4.88%
11/8/2020,221636992,"211,940,992","221,636,992","211,940,992","0,13K",4.57%
11/9/2020,217580000,"221,636,992","221,636,992","215,807,008","0,23K",-1.83%
11/10/2020,215668992,"217,580,000","217,580,000","215,668,992","0,14K",-0.88%
11/11/2020,221130000,"215,668,992","221,883,008","215,668,992","0,20K",2.53%
11/12/2020,230250000,"221,130,000","230,250,000","221,130,000","0,28K",4.12%
11/13/2020,232335008,"230,250,000","232,335,008","230,250,000","0,17K",0.91%
11/14/2020,229992000,"232,335,008","232,335,008","229,992,000","0,12K",-1.01%
11/15/2020,228400000,"229,992,000","229,992,000","228,400,000","0,07K",-0.69%
11/16/2020,235948000,"228,400,000","235,948,000","228,400,000","0,19K",3.30%
11/17/2020,247824000,"235,948,000","247,824,000","235,948,000","0,32K",5.03%
11/18/2020,252200000,"247,824,000","252,200,000","247,824,000","0,35K",1.77%
11/19/2020,252334000,"252,200,000","252,334,000","249,948,992","0,24K",0.05%
11/20/2020,262815008,"252,334,000","262,815,008","252,334,000","0,26K",4.15%
11/21/2020,264504992,"262,815,008","264,504,992","262,815,008","0,18K",0.64%
11/22/2020,260910000,"264,504,992","264,504,992","258,146,000","0,18K",-1.36%
11/23/2020,259314000,"260,910,000","262,508,992","259,314,000","0,18K",-0.61%
11/24/2020,269249984,"259,314,000","269,999,008","258,988,992","0,34K",3.83%
11/25/2020,265500000,"269,249,984","269,249,984","265,500,000","0,22K",-1.39%
11/26/2020,243276992,"265,500,000","265,500,000","243,276,992","0,64K",-8.37%
11/27/2020,241490000,"243,276,992","243,276,992","241,490,000","0,24K",-0.73%
11/28/2020,251090000,"241,490,000","251,090,000","241,402,000","0,12K",3.98%
11/29/2020,256851008,"251,090,000","256,851,008","251,090,000","0,14K",2.29%
11/30/2020,274848992,"256,851,008","274,848,992","256,851,008","0,44K",7.01%
12/1/2020,264892000,"274,848,992","274,848,992","264,892,000","0,41K",-3.62%
12/2/2020,270000000,"264,892,000","270,000,000","264,892,000","0,19K",1.93%
12/3/2020,271449984,"270,000,000","271,449,984","270,000,000","0,23K",0.54%
12/4/2020,264863008,"271,449,984","271,449,984","264,863,008","0,23K",-2.43%
12/5/2020,270000000,"264,863,008","270,000,000","264,863,008","0,08K",1.94%
12/6/2020,272000000,"270,000,000","272,000,000","270,000,000","0,11K",0.74%
12/7/2020,270200000,"272,000,000","272,000,000","270,200,000","0,13K",-0.66%
12/8/2020,261300000,"270,200,000","270,200,000","261,300,000","0,21K",-3.29%
12/9/2020,264846000,"261,300,000","264,846,000","261,300,000","0,25K",1.36%
12/10/2020,260084000,"264,846,000","264,846,000","260,084,000","0,12K",-1.80%
12/11/2020,258000000,"260,084,000","260,084,000","258,000,000","0,22K",-0.80%
12/12/2020,265890000,"258,000,000","265,890,000","258,000,000","0,19K",3.06%
12/13/2020,268782016,"265,890,000","268,782,016","265,890,000","0,17K",1.09%
12/14/2020,270760992,"268,782,016","270,760,992","268,782,016","0,11K",0.74%
12/15/2020,273200992,"270,760,992","273,200,992","270,412,000","0,19K",0.90%
12/16/2020,293785984,"273,200,992","293,785,984","273,000,000","0,54K",7.53%
12/17/2020,314926016,"293,785,984","317,576,000","293,785,984","0,75K",7.20%
12/18/2020,321388000,"314,926,016","321,388,000","314,926,016","0,26K",2.05%
12/19/2020,332064992,"321,388,000","332,064,992","321,388,000","0,28K",3.32%
12/20/2020,329380992,"332,064,992","332,064,992","329,380,992","0,20K",-0.81%
12/21/2020,325000000,"329,380,992","333,342,016","325,000,000","0,42K",-1.33%
12/22/2020,338500000,"325,000,000","338,500,000","325,000,000","0,23K",4.15%
12/23/2020,336000000,"338,500,000","340,745,984","336,000,000","0,35K",-0.74%
12/24/2020,340374016,"336,000,000","340,374,016","335,048,992","0,20K",1.30%
12/25/2020,352024992,"340,374,016","352,024,992","340,374,016","0,26K",3.42%
12/26/2020,377776992,"352,024,992","377,776,992","352,024,992","0,28K",7.32%
12/27/2020,373768992,"377,776,992","399,548,992","373,768,992","0,59K",-1.06%
12/28/2020,386169984,"373,768,992","387,640,000","373,768,992","0,21K",3.32%
12/29/2020,388000000,"386,169,984","388,000,000","386,169,984","0,29K",0.47%
12/30/2020,406527008,"388,000,000","406,527,008","388,000,000","0,38K",4.78%
12/31/2020,406377984,"406,527,008","406,527,008","406,377,984","0,27K",-0.04%
1/1/2021,412879008,"406,377,984","412,879,008","406,377,984","0,21K",1.60%
1/2/2021,448478016,"412,879,008","458,788,000","412,879,008","0,50K",8.62%
1/3/2021,462184000,"448,478,016","462,184,000","448,478,016","0,46K",3.06%
1/4/2021,451488000,"462,184,000","462,184,000","451,488,000","0,69K",-2.31%
1/5/2021,476400992,"451,580,000","476,400,992","439,049,984","0,34K",5.52%
1/6/2021,512692992,"476,400,992","512,692,992","476,400,992","0,45K",7.62%
1/7/2021,553516032,"512,692,992","553,516,032","512,692,992","0,54K",7.96%
1/8/2021,576089024,"553,516,032","576,089,024","553,516,032","0,61K",4.08%
1/9/2021,567004032,"576,302,976","576,302,976","567,004,032","0,25K",-1.58%
1/10/2021,545499008,"567,004,032","577,056,000","545,499,008","0,39K",-3.79%
1/11/2021,509120000,"545,499,008","545,499,008","509,120,000","0,97K",-6.67%
1/12/2021,487351008,"508,600,000","508,600,000","487,351,008","0,42K",-4.28%
1/13/2021,530179008,"487,351,008","530,179,008","471,030,016","0,38K",8.79%
1/14/2021,550550016,"530,203,008","550,550,016","530,203,008","0,32K",3.84%
1/15/2021,525000992,"551,574,016","551,574,016","523,339,008","0,32K",-4.64%
1/16/2021,512224000,"525,000,992","525,000,992","512,224,000","0,21K",-2.43%
1/17/2021,505576992,"511,998,016","511,998,016","505,576,992","0,23K",-1.30%
1/18/2021,515988992,"505,576,992","515,988,992","505,576,992","0,22K",2.06%
1/19/2021,508383008,"515,988,992","520,447,008","508,383,008","0,24K",-1.47%
1/20/2021,503300000,"508,383,008","508,383,008","503,300,000","0,29K",-1.00%
1/21/2021,445567008,"503,300,000","503,300,000","445,567,008","0,40K",-11.47%
1/22/2021,468200992,"445,567,008","468,200,992","422,902,016","0,45K",5.08%
1/23/2021,449936992,"468,201,984","468,201,984","449,936,992","0,24K",-3.90%
1/24/2021,451999008,"449,936,992","451,999,008","447,108,992","0,12K",0.46%
1/25/2021,456000992,"451,999,008","463,705,984","451,999,008","0,32K",0.89%
1/26/2021,460969984,"456,000,992","460,969,984","456,000,992","0,21K",1.09%
1/27/2021,433176000,"460,969,984","460,969,984","433,176,000","0,26K",-6.03%
1/28/2021,461876992,"433,176,000","461,876,992","433,176,000","0,21K",6.63%
1/29/2021,472625984,"461,876,992","514,000,000","461,876,992","0,50K",2.33%
1/30/2021,478076000,"472,625,984","478,089,984","472,625,984","0,20K",1.15%
1/31/2021,465246016,"478,076,000","478,076,000","465,246,016","0,17K",-2.68%
2/1/2021,469503008,"465,246,016","469,503,008","465,246,016","0,21K",0.91%
2/2/2021,493691008,"469,503,008","493,691,008","469,503,008","0,18K",5.15%
2/3/2021,518568000,"493,691,008","518,568,000","493,691,008","0,28K",5.04%
2/4/2021,515000000,"518,568,992","518,568,992","510,862,016","0,27K",-0.69%
2/5/2021,532337984,"515,000,000","532,337,984","515,000,000","0,18K",3.37%
2/6/2021,552974976,"532,337,984","552,974,976","532,337,984","0,29K",3.88%
2/7/2021,549001984,"552,974,976","552,974,976","545,004,032","0,17K",-0.72%
2/8/2021,637998976,"549,001,984","637,998,976","549,001,984","0,46K",16.21%
2/9/2021,657150016,"637,998,976","657,150,016","637,998,976","0,34K",3.00%
